,id,free_text,CLEAN,OFFENSIVE,HATE,label_id 
386,test_wgrmagitvm,Đợt đó unfriend 1 em cô giáo trẻ (đang tính cua trên FB) vì nó pr cái phim củ lồn này. Gái miền trong ra tít HN học sư phạm. Đỏ vcl.,0,1,0,1
387,test_midgfdsbik,"Bi kịch của cái phim này chính là nó ra mắt cùng thời điểm với phim Mai của thằng lệ tổ, là lúc đó thì cư dân mạng đang anti lệ tổ lắm. Thế là cái phim Đào phở piano này được tung hô, được seed cực mạnh. Suốt hơn tháng trời lên fb lướt một tí là thấy một bài viết ca ngợi, review, cảm nghĩ.... nồng nàn lòng yêu nước. Tôi cũng không rõ ở trên chi bao nhiêu tiền để seed cái phim này, chứ tự thân fan cuồng bodo thì cũng đéo thể nào mạnh đến khó tin như đợt ấy.",1,0,0,0
388,test_ldafclsagy,nhớ có quả ảnh xếp hàng gửi xe đi làm ở rạp chiếu quốc gia mà chúng nó bảo là sáng thứ 2 dân nghỉ làm đi xem phim,1,0,0,0
389,test_qnegnnhbrs,damn chưa bao giờ chủ nghĩa dân tộc nó trở nên bệnh hoạn tới mức này,1,0,0,0
390,test_lwwmqrtqxn,phim thì như cl mà đòi tranh giải oscar,0,1,0,1
391,test_bmbljqrehw,"Thay vì ""bị loại ngay vòng đầu tiên"" thì đổi thành ""trượt top 15"" nghe sang hơn hẳn.",1,0,0,0
392,test_bcniuqxmyu,"Công nhận best pic Oppenheimer vừa rồi woke vl. Nghĩ sao mà cho Oppenheimer thầm yêu Einsten, lại còn recast Truman da đen nữa chứ, coi rợn cả người. Đề nghị tẩy chay Oscar",0,1,0,1
393,test_tjtjsonexp,"Tại phim Mai của thằng Thành nổi quá làm đám bò ko chịu đc phải mang “Đào” ra đối trọng. Chứ phim ăn tiền kinh phí của mấy thầy mà chúng nó lôi ra khen làm giờ phải mặt dày vác đi thi. Các thầy có cần chúng nó xem đâu, làm phim cũng có phải để chiếu rạp đâu",1,0,0,0
394,test_ycsmhtpxrz,"Tưởng gì mà tưởng, lũ nó biết phim hay dở đéo gì đâu. Chỉ biết phim ""mang phong trào cách cmn mạng, cộng cmn sản, đuổi pháp đánh mỹ tưng bừng"" là đem đi thôi.",0,1,0,1
395,test_tkwbusxxut,"Phim này mà chiếu éo phải đợt mai , chắn chắn nằm top 10 phim éo bán nổi vé",1,0,0,0
396,test_yolfzidzny,"Có khi còn ko được thống kê. Vì nhớ là lúc đầu nó chiếu chỉ ở rạp quốc gia, mà rạp đó thì hệ thống vé nó đâu có thống kê.",,,,
397,test_cqjlxvgpgk,"Vấn đề là phim này làm ko phải để kinh doanh. Mà các thầy làm do nhiệm vụ chính trị nên các thầy ko cần bán vé (thậm chí ko đc bán). Xui rủi tụi bò cứ vin vào chữ “đào, phở” rồi thằng Thành lại chơi đặt tên kiểu Tây là “Mai” mới chết",1,0,0,0
398,test_buffcesjnk,"Phí vậy anh, mấy thể loại đú đởn phong trào thế này giả vờ lắng nghe, chiều nó 1 tý là dùi được ngay .Thấy nó ngu quá thì XH-CT thôi, sao phải xoắn",0,1,0,1
399,test_gkazlfbkic,"Làm ơn trừ tôi ra nhe, tôi chưa bao giờ kêu gào đòi thêm suất chiếu phim này nha, thậm chí lúc phim đó chiếu còn chẳng care nữa là",1,0,0,0
400,test_nevcxhbexw,"Giống kiểu con tao học ngu nhưng cứ nộp hồ sơ thi đại học là Y Dược, Ngoại thương xong nếu trượt thì vẫn tự hào là trượt trường Top 1.",0,1,0,1
401,test_zfqmcguvfv,nó nằm ở não trạng mã gen cmnr,0,1,0,1
402,test_frylknnjea,thế phim nào sáng cửa oscar thế mấy chú,1,0,0,0
403,test_pjnsdjwxgr,Nó nghĩ thế là đúng rồi còn gi?,1,0,0,0
404,test_ebohylzazk,"à, giờ em mới biết hạng mục phim quốc tế hay nhất giới hạn theo quốc gia. còn hạng mục phim hay nhất oscar vẫn là có phim hợp lệ thì gửi tranh giải",1,0,0,0
405,test_qoqaktlbgs,"tôi cũng cùng suy nghĩ như a, a trên quá non, loại này vừa dùi vừa bắt nhạc ""việt nam quê hương ta đẹp lắm, mặc lửa khói dày xéo tháng năm..."" là nó lên đỉnh liên tục, khỏi sợ bị chê ysl.",1,0,0,0
406,test_tcpqyrwifw,"phim này hype tí thôi chứ xem rồi, nó rời rạc vcl ra ấy. phim cúng cụ đem tranh Oscar mấy lão trong viện hàn lâm chả cười cho",0,1,0,1
407,test_ghgeasqjgp,Ủa là dám mang đi tham dự luôn á hả???,1,0,0,0
408,test_uurpgcnlgy,"Hết bài rồi, cứ thỉnh thoảng tìm 1 tính năng cũ rích của Android rồi són vào phiên bản iOS mới.",1,0,0,0
409,test_qtklcyhzft,Định nghĩa lại tác vụ báo thời gian sạc đầy pin,1,0,0,0
410,test_iyqzstprve,cười ỉa,1,0,0,0
411,test_ysucivomrt,Lại cóp mấy cái cũ rích của Android à,1,0,0,0
412,test_wvckobcnjk,dcm ngày xưa t phải dùng shortcuts để tính tgian đầy pin,0,1,0,1
413,test_uobnzvkqxk,Nhiều khi con iPhone nó thiếu những cái tính năng mà tôi nghĩ là điện thoại nào nó cũng có rồi ấy. Do ít xài nên mỗi lần báo chí cập nhập là bản update này có xxx gì đó là tôi mới biết hoá ra trước giờ nó chưa có.,1,0,0,0
414,test_zgamrapuof,"Xài 4 máy của Sam, có cái bệnh rất hay là đúng ngày đúng tháng đúng năm (~ 3 năm) là cái màn hình không kẻ màu, cũng đổi màu,hoặc bể mực, tệ nhất là mở không lên màn. Có cái tablet chỉ để ở nhà coi đô rê mon, chẳng rơi vỡ , chẳng mang đi đâu cũng bị. Kể từ cái đó hư là giọt nước tràn ly , nghỉ chơi sam luôn đến giờ.",1,0,0,0
415,test_qatmkfwxii,"Ủa, 15ph đầy thì cần gì báo",1,0,0,0
416,test_etbxmkkfhj,nội dung càng mất não càng dễ lên xu hướng kk,1,0,0,0
417,test_mcldaqcedy,Ngu ngơ bị lừa nên bịa ra mấy cái chuyện vậy để lấp liếm.,0,1,0,1
418,test_epsnweeziw,"ko sao, ăn nói khó hiểu, vụng về 1 chút người ta lại hiểu nhầm là người thật thà, hiền lành, là nhân tài",1,0,0,0
419,test_emqdazyhpl,Đến cái loại tây dùng google dịch còn lừa được cả tỷ của mấy bà heo nái thì mấy mánh này còn thơm chán.,1,0,0,0
420,test_gocldckkaz,"Cá nhân không bao giờ cho tây nha, Việt mình bỏ công bỏ sức tiền của ra hóa trang tàn tật còn ko cho, thằng tây lông ko đầu tư gì vác mỗi cái bìa cạc tông.",1,0,0,0
421,test_bajwxykzak,"mấy em tóc vàng về bus tôi thì tôi cho tiền đi chơi tiếp, ko thì cút.",1,0,0,0
422,test_jutqbtajzr,Nhét chữ vào mồm à,1,0,0,0
423,test_frteykinkm,thằng này nó đi du lịch trông còn khổ hơn người bản địa nữa,1,0,0,0
424,test_vnpndnsjkl,"Đi chơi mà không có tiền thì nghỉ chứ ăn xin, muốn có tiền thì vác sức ra đi làm thuê, mất giấy tờ thì lên đại sứ quán. Còn không thì next, khôn như chó.",1,0,0,0
425,test_opvdvnsouf,"Kệ nó, dân việt còn làm sml mới có ăn đâu dư ra mà bố thí tụi nó... Chắc tưởng dân việt kiểu ngày xưa hiếu khách, thấy tội nghiệp nên cho... Ai dè lầm cmnr",0,1,0,1
426,test_efiuggskkv,"Súc vật nợ tiền hàng xong đổ cho nghẽn mạng không chuyển khoản được. Dm, trầy bửa là đéo được đâu con chó ạ",0,0,1,2
427,test_msononddjl,"Đợi xem có ai đòi thì trả, tết rồi đừng để người ta đòi đầu năm.",1,0,0,0
428,test_ftvxgrlqlz,"Có ngày đi tù đấy, nhiều người bị thế này rồi",1,0,0,0
429,test_qrhcnynoqw,"Mình có không trả hay dùng đâu, VCB mình cũng chỉ để nạp Momo thôi. Vấn đề là thấy phiền vì vụ đòi tiền tết thôi",1,0,0,0
430,test_alsvlfajiq,"Kệ, bỏ đó, ông can tới tận nhà thì trả",1,0,0,0
431,test_gggwxvcwdy,cuối năm có 5m rơi vào đầu. ko tiêu đưa đây mình tiêu hộ cho,1,0,0,0
432,test_kqxxmlkkhx,"Bank gửi thông báo thì làm việc, ko thì cứ kệ để yên đó",1,0,0,0
433,test_xvhsxejhkk,"Thằng ngu bank nhầm báo lên bank rồi bank nó tự làm mấy việc ko đâu vào đâu đấy. Thật ra bank nó xem đây là những việc rủi ro, ko đâu vào đâu vì tốn tài nguyên cty mà ko có lợi nhuận.",0,0,1,2
434,test_opsjfcbxgp,Ước gì có người chuyển nhầm cho mình 100 tỷ,1,0,0,0
435,test_yzfqzphpik,"đã thất nghiệp thì còn sợ cái éo gì nữa, bảo chúng nó chuyển lại tiền k thì t đăng lên trước",1,0,0,0
436,test_jvdxjnlzbf,Hàng họ xịn xò thì khác gì quảng cáo. Cứ xin thông tin CK... rồi bẩu nó là thích thì sẽ bật lại thành tống tiền thoai.,1,0,0,0
437,test_sxniabekzp,"Bảo chúng nó ""Chúng mài đăng hộ bố mài cái""",1,0,0,0
438,test_prswtojddr,Ngoo vkl bảo nó up đi đảm bảo đéo ai thèm xem đâu mà,0,1,0,1
439,test_bfadldomth,"ko sao đâu bạn, giờ ảnh/ video cứ đổ thừa cho AI là xong",1,0,0,0
440,test_nisznxrthn,"tôi mà thế tôi thích v, xong ai cũng biết mình cung khủ, dự là thớt 8cm",1,0,0,0
441,test_tftijehsvg,"Bác cứ kệ thôi, còn riêng chúng nó tống tiền không được thì cũng thôi đi kiếm kèo khác chứ rảnh đâu ngồi phốt bác lên",1,0,0,0
442,test_uvlulcmpsm,"đáng nhẽ ra khi biết chúng nó định đăng video lên thì ko rep nó luôn, ko nghe đt số lạ, ko nhắn tin với số lạ, kệ mẹ chúng nó. Nói chung là ko liên lạc gì hết. càng để ý chúng nó sẽ biết mình càng quan tâm mà câu tiền, còn đéo để ý, đéo cho chúng nó có cơ hội tiếp cận thì chúng nó cũng đéo rảnh mà đi phá.",0,1,0,1
443,test_uxrvecxnwy,"Mà lần sau đầu óc cũng bớt ngu đi, đm lên video thủ dâm với người lạ còn đéo biết dấu cái mặt đi. đéo hiểu đầu óc để đi đâu.",0,1,0,1
444,test_wwhcubbzgg,"Ui giời, bọn con gái may ra còn có người xem. Con trai sợ đếch gì.",1,0,0,0
445,test_ysxcjbmcrj,"Tụi nó ở cam chắc luôn ,Tống tiền có bài bản ,dụ dỗ... những người có địa vị,tiền ,mối quan hệ làm ăn là những người dễ trả tiền còn những người nghèo loser có cái éo gì để mất đâu",1,0,0,0
446,test_tdzhcrkufg,Chim to lộ clip cũng éo sợ,1,0,0,0
447,test_tqurvevnow,Chắc cu nhỏ mới sợ lộ. Lêu lêu cu nhỏ,1,0,0,0
448,test_rzvxtfyunq,bảo cno là chuyển tiền cho bạn nếu ko bạn sẽ tự đăng lên fb trước,1,0,0,0
449,test_ivoudmerbb,Nhớ lần sau có video call thì cho thấy chym thôi.,1,0,0,0
450,test_awmmxzydjs,"Sợ đầu buồi gì bạn ơi. Kệ con mẹ chúng nó, tự tin khoe chim to luôn, có cái lol gì mà phải ngại, thằng đéo nào chẳng quay tay",0,1,0,1
451,test_tehhoxaiar,Cái trò này bên đắc voz tuần lại có 1 tml lên cầu cứu kiểu này. Hài vcl,0,1,0,1
452,test_oxbihfdrtk,đang độc thân có ông bà già nuôi sướng vl khuyên đi lấy vợ mang gông vào cổ à,0,1,0,1
453,test_noxqmuusnb,"Có gây nợ ko, k báo nợ , thì khuyên k nghe thôi chứ k có quyền áp đặt cuộc sống của người khác, cơ bản a bạn cũng có đụng chạm j đến người khác đâu mà bắt người ta phải làm này làm nọ. Có 500tr quăn qua cửa sổ vậy mà làm khó người a làm gì",1,0,0,0
454,test_gxkaejfvwt,40 tủi thì chỉ có tự kinh doanh or grab. chứ cty nào tuyển giờ ta.,1,0,0,0
455,test_ohnhynfdiw,"Có ông bà già nuông chiều mới vậy ,éo cho tiền ,ăn uống tự đi mà lo xem",1,0,0,0
456,test_mddrfzjxag,"Cố gắng kiếm việc kiểu gì hả anh? Bạn tôi 3x cũng đầy ông nằm nhà cả nữa năm đây. Tôi thì nằm vài tháng. Cũng chịu khó rải cv đấy, nhưng cao thì không với tới, thấp thì lại không đành. Thị trường lao động đang khó khăn. Nằm im thở khẽ không báo nhà là tốt rồi.",1,0,0,0
457,test_eofufhqxmf,Coi có bị trầm cảm ko đó,1,0,0,0
458,test_hpwjdchiji,"Thớt này tôi phải đọc đến lần thứ 3 rồi, cứ thỉnh thoảng lại có. Có ai thấy giống tôi ko?",1,0,0,0
459,test_nrssqwxris,đọc quen quen hình như bạn tạo từng chia sẻ vấn đề này trên xam rồi thì phải,1,0,0,0
460,test_jjloqilvpr,Nhiều khi công việc áp lực quá nên giờ ổng rơi vào giai đoạn không muốn làm gì chỉ muốn sống qua ngày cái này thì phải để tự lực bản thân ổng vượt qua chỉ mong là ông anh bạn vượt qua được giai đoạn khó khăn này.,1,0,0,0
461,test_mmodcdblzp,Thằng e trai vs bme súc vật thật,0,0,1,2
462,test_yqzuafopvf,"giờ tôi bảo quý anh lập đi 1 cái nick ảo, đương nhiên là giả gái, trò chuyện với nó. Thề non hẹn biển các kiểu, bảo nó đi làm, 1 khi đã dính thì lại bảo sao nó làm hùng hục.",1,0,0,0
463,test_bupqxarbwk,"Nghĩ lạc quan tích cực đôi khi cha mẹ có ông anh ở bên phụng dưỡng nữa, tâm sự nữa. Máy đứa con nuôi lớn rồi bay đi xa có đứa ở bên cha mẹ cũng quý lắm rồi .",1,0,0,0
464,test_qspjqmrdbs,"vậy khác gì nuôi heo, ít ra cũng kiếm con vợ phụ đỡ ông bà già chứ, ko biết làm gì thì bỏ 500tr ra mở tạp hóa kinh doanh cũng dc",1,0,0,0
465,test_yaphabvpar,"mầy nói nhiều quá ổng mới tránh mặt, nghe lải nhải nhức cái đầu. này là trầm cảm áp lực quá rồi mới chán ko muốn làm gì. cảm thông thì ko còn lải nhải.",1,0,0,0
466,test_auqijuplwh,"Giờ mình cũng làm cha rồi, có con rồi hiểu cảm giác ba mẹ... lúc nào cũng chăm lo cho nó tới cuối đời, còn việc nó chăm lo cho mình lại hay không thì tùy suy nghĩ và đạo đức của nó. không ép buộc nó làm theo ý mình được.",1,0,0,0
467,test_ovxmjhcgle,"Ông ấy quyết nằm thẳng rồi, ổng cũng áp lực trầm cảm dữ lắm, coi như nhà cũng chỉ tốn thêm 100k tiền ăn mỗi ngày thôi. Tôi ko bất ngờ nếu ông này 1 ngày nào đó tự tử. 40t ko lấy vợ, ko xin việc đc gì nữa đâu. Kinh doanh thì ko đủ năng lực. Giờ chỉ có đi phụ hồ hoặc chạy grab thôi. Nên thôi nằm thẳng cho khỏe",1,0,0,0
468,test_hwcpoovcgm,"Chắc 2 anh em từ nhỏ luôn ganh tị, không hoà thuận với nhau à",1,0,0,0
469,test_klrvwxoqii,"Ông anh thớt nằm thẳng rồi. Không trù ẻo, nhưng chỉ khi có biến cố lớn gì trong cuộc sống, hết người chu cấp thì ông anh thớt may ra mới thay đổi.",1,0,0,0
470,test_woizhzgtit,"nó có ăn của ông đồng nào đâu mà cay thế. đời người ta thì người ta tự lo, ko giúp đc thì thôi ít nhất cũng đừng ghét bỏ.",1,0,0,0
471,test_esersiudoc,"Từ những người xung quanh mình thấy mấy người con nhà khá giả được nuông chiều từ nhỏ không chịu làm thì ăn bám bố mẹ cả đời vẫn ko hết. Nhưng mấy người ko biết gì mà lấy tiền bố mẹ đi làm ăn, thực tế 90% thất bại về lại để bố mẹ gánh thêm 1 khoản nợ, nặng hơn nữa là kéo cả nhà xuống hố lun.",1,0,0,0
472,test_mqwllmvdba,Chắc ông anh đấy giống tôi. Sau giai đoạn trầm cảm nhẹ thì thấy ko muốn làm gì nữa.,1,0,0,0
473,test_ibyazbxlrs,"Thật ra cũng có thể ko làm gì là may. Vì bản thân cũng éo có động lực mà làm đâu, đốt tiền thôi. Ông thớt ghét ảnh chứ có khi ảnh còn ghét ông thớt hơn.",1,0,0,0
474,test_qmgzknlotd,"vl xa, xong rồi lên đây than thôi chịu ông luôn",0,1,0,1
475,test_yfhvxgwnkm,"Thì ông có khác gì cấp trên đâu, cũng chỉ chạy theo thành tích. Người có tâm thì dạy cho những đứa muốn học, người ko có tâm thì viện lý do này nọ.",1,0,0,0
476,test_kzqvynvdbr,"mấy vì nhà đất nó rẻ vc so với thu nhập. Nên chỉ cần làm và hưởng thụ, nó sướng gì đâu",0,1,0,1
477,test_kxatqdykbx,2 con đều xấu,1,0,0,0
478,test_nzdjpoyosw,"2 người giống nhau cả ngoại hình lẫn giọng hát. Lần đầu nghe bài ""đợi"" của 52hz còn tưởng tlinh hát cơ.",1,0,0,0
479,test_tiqwyqgyau,Nghe mà xuất luôn đcm,0,1,0,1
480,test_gnpslnlhpp,Vcl Vespa mà cũng bốc đầu đc à,0,1,0,1
481,test_iurpwsivxd,Bốc đc tốt luôn ấy chứ,1,0,0,0
482,test_xatbinamdn,bốc thẳng lên bàn thờ thì đẹp,1,0,0,0
483,test_dodbolnmvf,thế giờ lấy anh nào mới được,1,0,0,0
484,test_qmuhuiujid,hảo hảo 2 vú,1,0,0,0
485,test_bxonqvcuxg,sh nặng vl giỏi,0,1,0,1
486,test_vtfamdfdxt,nồi ngon máy bốc 160 còn bốc đc,1,0,0,0
487,test_fstxagksza,"Thôi em cứ lấy chồng giàu, sh bốc đầu thì anh chịu thua",1,0,0,0
488,test_uhkyuktrtk,Vl căng thật đấy không đùa,0,1,0,1
489,test_vecvbupcax,vấn đề kĩ năng,1,0,0,0
490,test_tcbqnbhlny,Sh là cái éo gì ? Mày bốc đc vespa sprint zin thì tao nể,1,0,0,0
491,test_lxdkwbgfop,Đại bàng tung cánh,1,0,0,0
492,test_tjcxuwxmnp,"mua xe đi, t với m nhấc",1,0,0,0
493,test_xaqkkvsetp,xịn lun ấy trứ đùa,1,0,0,0
494,test_cptrmnsalm,mai bốc thử,1,0,0,0
495,test_wnbdmgidyk,Các chú ko chơi sao hiểu được,1,0,0,0
496,test_eergkhbcze,"Nói lắm vl,chốt lại thu xe",0,1,0,1
497,test_snwmbqgjhp,Một phút bốc đầu cả đời bốc cứt,1,0,0,0
498,test_xzbptochhm,oách xà lách vô cùng,1,0,0,0
499,test_vdqxctwlxk,Ai có tâm giải thích zụ này vs,1,0,0,0
500,test_qlhkrvhelz,Chú có mạng còn cháu sắp mất mạng r,1,0,0,0
501,test_snlyosptku,Mày thích kiểu nào tao cũng chơi với mà,1,0,0,0
502,test_timbrpiicc,“Vì dân phục vụ”. Nhất ông cháu rồi nhé,1,0,0,0
503,test_sjzkdtxrcy,"Phải cho bọn này ăn giã cho bớt ngông nghênh, ra đường đem theo vũ khí tưởng thế là hay",1,0,0,0
504,test_immvmopmgd,"Học giỏi nhưng mà tình trường vẫn ngu lắm , vẫn dại gái lắm",0,1,0,1
505,test_bmilzzukcg,Đã chia sẻ lên mxh thì phải chịu đc ý kiến trái chiều. Chấp nhận chịu thôi nhưng cho xin in4 của anh lốp trưởng kia được khum,1,0,0,0
506,test_fesickjplc,bình thường các bạn bị gọi là lốp dự phòng xong cũng hay đăng bài giống như ày,1,0,0,0
507,test_cmxsuvszuv,Anh ấy đã thực sự nghĩ về ngôi nhà và những đứa trẻ,1,0,0,0
508,test_nnalexdxwf,vcl bạn này nói câu thấm thế,0,1,0,1
509,test_ucfeylixmi,sòng phẳng thế bạn cho ông kia cái huy chương à mà ông kia cho bạn huy chương đấy mới là sòng phẳng chứ bạn nhẩy?,1,0,0,0
510,test_vmtlufwooh,vcl bạn lại thêm 1 fact ghê gớm quá bạn,0,1,0,1
511,test_xbjbtivpww,"bạn cho tôi xin 5 triệu hứa mai tôi cho lại 5 triệu, bạn thấy tôi sòng phẳng k?",1,0,0,0
512,test_veqycyugom,"quá là sòng phẳng luôn bạn, chứ bạn có cái huy chương kia bạn cho tôi thì tôi cho bạn lời cảm ơn rồi",1,0,0,0
513,test_jtrauefmdv,huy chương lốp dự phòng b,1,0,0,0
514,test_hgtjbnyceb,đm sốp hài vỗn lài,0,1,0,1
515,test_suxmitlfyu,"lốp phó thôi, vì theo lời bạn nữ thì bạn nữ là lốp trưởng mới tạo ra lốp phó được, có khi còn là lốp bí thư",1,0,0,0
516,test_sloqblfwjh,đme sốp 10 điểm đéo nhưng luônn,0,1,0,1
517,test_hpwwyawnjh,"chắc gì iq đã cao, giờ BK đầy đứa ngu mà",0,0,1,2
518,test_fxujcouflq,học nhiều quá nên phản tác dụng đấy b,1,0,0,0
519,test_hccpdmledx,nma cái huy chương vàng đó thi sao mà ngu được,0,1,0,1
520,test_cezureelnm,"khôn học đường, ngu tình trường",0,1,0,1
521,test_dpgfdvxwsx,câu này chuẩn nhé b. Tôi bắc kỳ mà thi thoảng cũng thấy mình ngu thật,0,1,0,1
522,test_ykngeujqvc,Quang vào cãi đi chứ K thấy K ngu thật,0,0,1,2
523,test_vzyssqgamn,Quang mà học giỏi Quang tranh cãi ngay tiếc rằng Quang học ngu nên Quang thấy bạn ấy đúng,0,0,1,2
524,test_licfhbcman,"Trong âm có dương, trong khôn có ngu bạn ơi",0,1,0,1
525,test_nnzcvakqvr,anh hùng khó qua ải mỹ nhân mà,1,0,0,0
526,test_oukknbymyd,có phải mĩ nhân đéo đâu bạn?,0,1,0,1
527,test_jcqlreoths,vẻ đẹp không nằm trong đôi má hồng của thiếu nữ mà nằm trong đôi mắt của kẻ si tình,1,0,0,0
528,test_hgaotedrmv,mỹ nhân? Gu ông mặn như muối thế,1,0,0,0
529,test_ttljkuctud,Có ny rồi mà vẫn như vậy thì cạn con mẹ nó lời,0,1,0,1
530,test_btqmltsmrj,có ny rồi mà đi nấu cơm cho “bạn thân khác giới” đem đi làm,1,0,0,0
531,test_qwefjkfofz,"Vậy thì khổ thân cô bạn gái thật, viễn cảnh vợ đi đẻ 1 mình chồng đi chăm con bạn thân không xa",1,0,0,0
532,test_nwviwuywgx,vợ đang trong viện đau đẻ gọi điện thoại cho chồng mãi không được. Hóa ra Chồng mình đang chăm cô bạn thân bị viêm họng không ăn được cháo,1,0,0,0
533,test_uazgsvznhy,có bạn gái rồi mà còn thế này thì thua cmnr,0,1,0,1
534,test_beviffprll,"có bạn gái rồi thì càng ngu,càng mất nết chứ sao bác",0,1,0,1
535,test_ruskhsjznd,"em tự đẻ đi nha, a đi thăm con bạn mới đẻ đã",1,0,0,0
536,test_gsqgptxwes,a với nó chơi bao lâu rồi nếu có gì thì làm gì chúng mình lấy nhau. Con cái cũng có rồi mà chỉ vì a đi thăm con bạn mới đẻ mà e làm quá lên thế này à? E nhỏ mọn quá r đấy,1,0,0,0
537,test_qjltcrlfmf,"tuổi chẻ ấy mà, hồi chẻ t cũng sim lỏ, cũng ngủ mơ các kiểu, cũng nghĩ sau này ng ta bỏ e thì tui sẽ lo cho e và con của e. Giờ 35 tuổi đầu nghĩ lại thấy ngu ngốc vl, thôi dù sao cũng là tuổi chẻ, có yêu, có ghen, có đơn phương, có vui có buồn có thất tình thì nó mới là tuổi chẻ",0,1,0,1
538,test_tsxxsmahqa,vẫn cứ lắng nghe con tim em như thế nào. Người mình yêu không vui phải làm sao,1,0,0,0
539,test_yvikgxpiae,K muốn ng ta nói thì đừng làm. Up đc cho ngta xem lại k cho ng ta nói là cái kiểu gì???,1,0,0,0
540,test_dfaksxehlc,"không bạn, đéo phải coco này",0,1,0,1
541,test_johyvdtlsr,Khác éo gì tặng shit cho NHM.,1,0,0,0
542,test_uczcfxcvqc,"Thằng khựa này giỏi rồi, mai bố quăng bom vào mặt mấy đứa đứng đầu con chó khựa",0,0,1,2
543,test_umnfevzesu,những năm qua sống 1 mình có vui không? còn tụi t sống bầy đàn vẫn ổn,1,0,0,0
544,test_epfpsecoke,Nói con cặc gì không ai hiểu hết,0,1,0,1
545,test_aefymwvdgy,nói gì vậy bạn,1,0,0,0
546,test_bqsppsizyj,nói cái đéo gì thế,0,1,0,1
547,test_tmmrqwbziy,óc chó 3 năm rồi vẫn bị chửi,0,1,0,1
548,test_foolygfank,biết bị khùng hay bị ngu mà nói gì ko ai hiểu cả,0,1,0,1
549,test_hhwvysysxa,cười vl,0,1,0,1
550,test_cstsodnapr,văn phong như cái đầu buồi,0,1,0,1
551,test_hjsqqampig,"bị nứng hay gì, hồi xưa chắc m học ngu văn lắm",0,0,1,2
552,test_keeeuryfvd,Ba năm rồi vẫn bị chửi,1,0,0,0
553,test_vjtcqiyjff,đĩ điên,0,0,1,2
554,test_hfuuzhhjbo,nói cc gì đéo hiểu gì hết,0,1,0,1
555,test_wufjqhpfrr,này do nứng lồn quá nên chơi mụt mình phớ hôn,0,1,0,1
556,test_fkugckxqhe,Con điên này mày bị ngáo hả,0,0,1,2
557,test_enlwgumgxs,Đm tốt nhất là đừng động tới ST hay fan ST không vài năm nữa vẫn bị đào lên chửi đấy. Mà công nhận sủa gì chẳng hiểu cc gì,0,1,0,1
558,test_gqigxzlvpz,tớ chả fan ai tớ cũng thấy bình luận này như cứt,1,0,0,0
559,test_bghqstqjdf,cười vl bố tổ sư con điên,0,0,1,2
560,test_qpajiwbeqb,hỏi thế là hỏi sao anh ơi,1,0,0,0
561,test_itqkjohkmn,đéo hiểu gì mới cười ý ạ,0,1,0,1
562,test_eqffjtocvz,ngáo lồn hả,0,1,0,1
563,test_okfacwfmrw,Địt mẹ mày ăn học thế nào mà để đến tận 2019 vẫn bị người đời lôi cả mồ tổ lên chửi thế hả con chó,0,0,1,2
564,test_lndjlqqldu,"ủa gì vậy mẹ. Rảnh háng quá đi ra đường kiếm mấy trăm đi, lên đây cmt ngu chi cho chúng chửi vậy mẹ vạn sự tùy duyên",0,1,0,1
565,test_ozdyidvuvj,nói clg dạ,0,1,0,1
566,test_sekmxfjjuu,ngu thì im mẹ mày mồm vào,0,0,1,2
567,test_snmshlchpb,con phò ngu giờ làm cave chốn nào rồi phò sủa ngu,0,0,1,2
568,test_gjisivfqoc,m nói loz què j dợ,0,1,0,1
569,test_zghxdkbdsj,Khùng lồn,0,1,0,1
570,test_trwfmdkkek,học lại văn đi nói đéo hiểu cc gì hết,0,1,0,1
571,test_ghbsuvzsft,"ủa m nói gì vậy ,3 năm rồi chưa giải thích nữa",1,0,0,0
572,test_qexwoaggoq,văn chương như cái đầu buồi vậy,0,1,0,1
573,test_ntzsbptkmf,nói clg dãy quỷ khùng?,0,1,0,1
574,test_glsklzjxnb,mày đọc hiểu có vấn đề à?,1,0,0,0
575,test_wkvdmkfmzn,con đĩ điên này hài vl,0,0,1,2
576,test_qxoimdidvu,"Con này tưởng sếp theo tàu khựa mấy má. Đụ ít thôi, để thời gian ăn học cho khôn ra đi",0,1,0,1
577,test_rezxnyjxca,"Đụ Mẹ , không biết nó biết đọc chữ không Em . Sếp đang viết cái gì chắc nó đéo hiểu",0,1,0,1
578,test_djgkljrpur,tự nhiên tag em xong chửi quá trời,1,0,0,0
579,test_rsjfegdzor,cưng có bớt óc chó chưa hay vẫn thế.,0,0,1,2
580,test_qmhrqcxien,Hướng cái địt mẹ mày,0,0,1,2
581,test_eurbuyjafl,biết bạn iuu đã kịp bổ sung miếng iot nào chưa nhỉ chứ phát ngôn ngu hokkk mãi chán lắm,0,1,0,1
582,test_csdlnzybao,Ngáo à con đĩ lồn,0,0,1,2
583,test_rhtvvcbanz,Ủa nói khùng nói điên gì vậy má,1,0,0,0
584,test_cnlqevykxo,k biết là cậu đã học thêm văn hay chưa hay vẫn ở mà bú sữa mẹ,1,0,0,0
585,test_rfpibdpmcj,Như loz,0,1,0,1
586,test_asfeaffkju,Con này có cho t cũng đéo địt. Thứ nứng loz,0,0,1,2
587,test_qpniyyqcne,Óc chó cmt,0,1,0,1
